Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Formulation Compatibility,Molecular Weight,LogP,SMILES,Suppliers
Romandolide,236391-76-7,"Acetic acid, 2-(1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester",Unclassified,,C15 O4,Ester,Aliphatic,No,Standard (Alcohol Compatible),270.37,3.09,CCC(=O)OCC(=O)OC(C)C1CCCC(C)(C)C1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Romascone,81752-87-6,"methyl 2,2-dimethyl-6-methylidenecyclohexane-1-carboxylate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.54,C=C1CCCC(C)(C)C1C(=O)OC,Fraterworks
Rosalva,13019-22-2,9-DECEN-1-OL,Unclassified,,C10 O1,"Allyl, Primary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),156.27,2.9,C=CCCCCCCCCO,"MySkinRecipes, PerfumersWorld"
Rose Acetate,90-17-5,"2,2,2-Trichloro-1-phenylethyl acetate",Unclassified,,C10 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),267.54,3.66,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Rose Oxide,16409-43-1,Rose oxide,Green (Metallic),Top,C10 O1,Ether,Aliphatic,Yes,Standard (Alcohol Compatible),154.25,2.77,CC(C)=CC1CC(C)CCO1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Rosyrane Super,60335-71-9,"4-methyl-2-phenyl-3,6-dihydro-2H-pyran",Unclassified,,C12 O1,Ether,Aromatic (Benzene),Yes,Standard (Alcohol Compatible),174.24,3.09,CC1=CCOC(c2ccccc2)C1,"Fraterworks, MySkinRecipes"
S-Furfuryl thioformate (FEMA 3158),59020-90-5,S-(furan-2-ylmethyl) methanethioate,Unclassified,,C6 O2 S1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),142.18,1.7,O=CSCc1ccco1,MySkinRecipes
S-Methyl thiofuroate (FEMA 3311),13679-61-3,S-methyl furan-2-carbothioate,Unclassified,,C6 O2 S1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),142.18,1.78,CSC(=O)c1ccco1,MySkinRecipes
"Sabinene, Natural",3387-41-5,4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.0,C=C1CCC2(C(C)C)CC12,Fraterworks
Safraleine,54440-17-4,"2,3,3-Trimethylindanone",Spice (Saffron),Heart,C12 O1,Ketone,Aromatic (Benzene),No,Standard (Alcohol Compatible),174.24,2.8,CC1C(=O)c2ccccc2C1(C)C,"Fraterworks, PerfumersWorld"
Safranal,116-26-7,Safranal,Woods (Rot),Base,C10 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),150.22,2.49,CC1=C(C=O)C(C)(C)CC=C1,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Sakura Salicylate,79915-74-5,2-propan-2-yloxyethyl 2-hydroxybenzoate,Unclassified,,C12 O4,"Ether, Salicylate",Aromatic (Benzene),No,Standard (Alcohol Compatible),224.26,1.97,CC(C)OCCOC(=O)c1ccccc1O,Fraterworks
Sandalore,65113-99-7,Sandalore,Unclassified,,C14 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),210.36,3.78,CC1=CCC(CCC(C)C(C)O)C1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Sandela 85,3407-42-9,Isobornyl cyclohexanol,Unclassified,,C16 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),236.4,3.86,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,"MySkinRecipes, SimpleScentsDIY"
Sandenol 803,66068-84-6,"Cyclohexanol, 4-(5,5,6-trimethylbicyclo(2.2.1)hept-2-yl)-",Unclassified,,C16 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),236.4,3.86,CC1C2CC(CC2C2CCC(O)CC2)C1(C)C,"MySkinRecipes, PerfumersWorld"
Santalol (FEMA 3006),11031-45-1,"(E)-2-methyl-5-[(1S,2S,4R)-2-methyl-3-methylidene-2-bicyclo[2.2.1]heptanyl]pent-2-en-1-ol",Unclassified,,C15 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),220.36,3.7,C=C1C2CCC(C2)C1(C)CCC=C(C)CO,MySkinRecipes
Sassafras Acetate Toscanol,16510-27-3,1-(cyclopropylmethyl)-4-methoxybenzene,Unclassified,,C11 O1,Ether,Aromatic (Benzene),No,Standard (Alcohol Compatible),162.23,2.65,COc1ccc(CC2CC2)cc1,MySkinRecipes
Scentenal,86803-90-9,Scentenal,Unclassified,,C12 O2,"Aldehyde, Ether",Aliphatic,No,Standard (Alcohol Compatible),194.27,1.88,COC1CC2CC1C1CC(C=O)CC21,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Sclareolate,319002-92-1,propyl (2S)-2-(2-methylbutan-2-yloxy)propanoate,Unclassified,,C11 O3,"Ester, Ether",Aliphatic,No,Standard (Alcohol Compatible),202.29,2.53,CCCOC(=O)C(C)OC(C)(C)CC,"Fraterworks, MySkinRecipes"
Shoyu Pyrazine,15707-24-1,"2,3-diethylpyrazine",Unclassified,,C8 N2,Pyrazine,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),136.2,1.6,CCc1nccnc1CC,MySkinRecipes
Silvial®,6658-48-6,2-methyl-3-[4-(2-methylpropyl)phenyl]propanal,Unclassified,,C14 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),204.31,3.26,CC(C)Cc1ccc(CC(C)C=O)cc1,"Fraterworks, MySkinRecipes"
Sinensal Natural ex Orange,60066-88-8,"(2E,6E)-2,6-dimethyl-10-methylidenedodeca-2,6,11-trienal",Unclassified,,C15 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),218.34,4.38,C=CC(=C)CCC=C(C)CCC=C(C)C=O,"Fraterworks, MySkinRecipes"
Skatole,83-34-1,3-METHYLINDOLE,Unclassified,,C9 N1,Indole,"Aromatic (Benzene), Aromatic (Heterocycle)",Yes,Standard (Alcohol Compatible),131.18,2.48,Cc1c[nH]c2ccccc12,"Fraterworks, MySkinRecipes, PerfumersWorld"
Sotolone,28664-35-9,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",Unclassified,,C6 O3,Lactone,Aliphatic,Yes,Hydrophilic (Water Compatible),128.13,0.76,CC1=C(O)C(=O)OC1C,Fraterworks
Spirambrene,121251-68-1,"(1'R,3'R,6'S)-2,2,3',7',7'-pentamethylspiro[1,3-dioxane-5,2'-bicyclo[4.1.0]heptane]",Unclassified,,C15 O2,Ketal,Aliphatic,Yes,Standard (Alcohol Compatible),238.37,3.46,CC1CCC2C(C2(C)C)C12COC(C)(C)OC2,Fraterworks
Stemone,22457-23-4,Stemone,Green (Stem),Modifier,C8 O1 N1,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),143.23,2.66,CCC(CC(C)CC)=NO,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Strawberiff,3142-72-1,DTXSID0051998,Fruit (Strawberry),Top,C6 O2,Carboxylic Acid,Aliphatic,No,Standard (Alcohol Compatible),114.14,1.43,CCC=C(C)C(=O)O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Strawberry Furanone Ethyl Ether,65330-49-6,"4-ethoxy-2,5-dimethylfuran-3-one",Unclassified,,C8 O3,"Ether, Ketone",Aliphatic,Yes,Standard (Alcohol Compatible),156.18,1.24,CCOC1=C(C)OC(C)C1=O,Fraterworks
Styralyl Acetate,93-92-5,1-Phenylethyl acetate,Unclassified,,C10 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),164.2,2.31,CC(=O)OC(C)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Styralyl Alcohol,98-85-1,1-Phenylethanol,Unclassified,,C8 O1,Secondary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),122.17,1.74,CC(O)c1ccccc1,"MySkinRecipes, PerfumersWorld"
Styralyl Alcohol (FEMA 2685),7549-33-9,(4-methoxyphenyl)methyl propanoate,Unclassified,,C11 O3,"Ester, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),194.23,2.15,CCC(=O)OCc1ccc(OC)cc1,MySkinRecipes
Styralyl Propionate,120-45-6,1-Phenylethyl propionate,Unclassified,,C11 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.7,CCC(=O)OC(C)c1ccccc1,"MySkinRecipes, PerfumersWorld"
Sulfurol,137-0-8,4-METHYL-5-THIAZOLEETHANOL,Unclassified,,C6 O1 N1 S1,"Primary Alcohol, Thiazole",Aromatic (Heterocycle),Yes,Hydrophilic (Water Compatible),143.21,0.99,Cc1ncsc1CCO,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Sylvamber,54464-57-2,"1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)ethanone",Woods (Agarwood),Base,C16 O1,Ketone,Aliphatic,No,Lipophilic (Oil/Wax Compatible),234.38,4.52,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Syringol,91-10-1,"2,6-dimethoxyphenol",Unclassified,,C8 O3,"Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),154.16,1.41,COc1cccc(OC)c1O,"Fraterworks, MySkinRecipes"
Syvertal,4359-47-1,"2-heptan-3-yl-1,3-dioxolane",Unclassified,,C10 O2,Acetal,Aliphatic,Yes,Standard (Alcohol Compatible),172.27,2.58,CCCCC(CC)C1OCCO1,Fraterworks
Tabanon,13215-88-8,"4-but-2-enylidene-3,5,5-trimethylcyclohex-2-en-1-one",Unclassified,,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),190.29,3.43,CC=CC=C1C(C)=CC(=O)CC1(C)C,"Fraterworks, MySkinRecipes"
Tamisone,51519-65-4,"tricyclo[6.2.1.02,7]undec-9-en-3-one",Unclassified,,C11 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),162.23,2.18,O=C1CCCC2C3C=CC(C3)C12,Fraterworks
TCD Alcohol DM,26160-83-8,"[8-(hydroxymethyl)-3-tricyclo[5.2.1.02,6]decanyl]methanol",Unclassified,,C12 O2,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),196.29,1.27,OCC1CC2CC1C1CCC(CO)C21,Fraterworks
Teaalcohol / Teaketone,14203-59-9,"4-hydroxy-3,5,5-trimethylcyclohex-2-en-1-one",Unclassified,,C9 O2,"Ketone, Secondary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),154.21,1.29,CC1=CC(=O)CC(C)(C)C1O,MySkinRecipes
Terpinene Gamma,99-85-4,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene",Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.31,CC1=CCC(C(C)C)=CC1,Fraterworks
Terpinene-4-Ol,562-74-3,4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,Unclassified,,C10 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.5,CC1=CCC(O)(C(C)C)CC1,"Fraterworks, MySkinRecipes"
Terpineol,8000-41-7,Terpineol,Floral (Lilac),Top,C10 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.5,CC1=CCC(C(C)(C)O)CC1,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Terpinolene,586-62-9,TERPINOLENE,Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.45,CC1=CCC(=C(C)C)CC1,"Fraterworks, PerfumersWorld"
Terpinyl Acetate,80-26-2,ALPHA-TERPINYL ACETATE,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),196.29,3.07,CC(=O)OC(C)(C)C1CC=C(C)CC1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Tetrahydrolinalool,78-69-3,"3,7-dimethyloctan-3-ol",Unclassified,,C10 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),158.28,2.97,CCC(C)(O)CCCC(C)C,"Fraterworks, MySkinRecipes"
Tetramethyl Pyrazine,1124-11-4,"2,3,5,6-tetramethylpyrazine",Unclassified,,C8 N2,Pyrazine,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),136.2,1.71,Cc1nc(C)c(C)nc1C,"Fraterworks, MySkinRecipes"
Theaspirane,36431-72-8,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene",Unclassified,,C13 O1,Ether,Aliphatic,Yes,Standard (Alcohol Compatible),194.32,3.69,CC1=CCCC(C)(C)C12CCC(C)O2,"Fraterworks, MySkinRecipes"
Theobromal,134-96-3,"4-hydroxy-3,5-dimethoxybenzaldehyde",Unclassified,,C9 O4,"Aldehyde, Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),182.17,1.22,COc1cc(C=O)cc(OC)c1O,Fraterworks
Thesaron®,22471-55-2,"trans-ethyl (1R,6S)-2,2,6-trimethylcyclohexane-1-carboxylate",Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),198.31,3.01,CCOC(=O)C1C(C)CCCC1(C)C,Fraterworks
Thiazole (FEMA 3615),288-47-1,"1,3-thiazole",Unclassified,,C3 N1 S1,Thiazole,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),85.13,1.14,c1cscn1,MySkinRecipes
Thiocineole 0.1% DPG,68398-18-5,"4,7,7-trimethyl-6-thiabicyclo[3.2.1]octane",Unclassified,,C10 S1,Hydrocarbon / Other,Aliphatic,Yes,Standard (Alcohol Compatible),170.32,3.32,CC1CCC2CC1SC2(C)C,Fraterworks
Thiogeraniol,39067-80-6,"(2E)-3,7-dimethylocta-2,6-diene-1-thiol",Unclassified,,C10 S1,Thiol,Aliphatic,No,Standard (Alcohol Compatible),170.32,3.61,CC(C)=CCCC(C)=CCS,MySkinRecipes
Thujopsene Ex Cedar Wood,470-40-6,"(1aS,4aS,8aS)-2,4a,8,8-tetramethyl-1,1a,4,5,6,7-hexahydrocyclopropa[j]naphthalene",Unclassified,,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,4.56,CC1=CCC2(C)CCCC(C)(C)C23CC13,Fraterworks
Thymol,89-83-8,THYMOL,Unclassified,,C10 O1,Phenol,Aromatic (Benzene),No,Standard (Alcohol Compatible),150.22,2.82,Cc1ccc(C(C)C)c(O)c1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Timberol,70788-30-6,"1-(2,2,6-Trimethylcyclohexyl)-3-hexanol",Woods (Dry Amber),Base,C15 O1,Secondary Alcohol,Aliphatic,No,Lipophilic (Oil/Wax Compatible),226.4,4.39,CCCC(O)CCC1C(C)CCCC1(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Tobacarol,1209-61-6,"4,9,12,12-tetramethyl-5-oxatricyclo[8.2.0.04,6]dodecane",Unclassified,,C15 O1,Ether,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),222.37,4.02,CC1CCC2OC2(C)CCC2C1CC2(C)C,Fraterworks
Tocopherol (Vitamin E),10191-41-0,"2,5,7,8-tetramethyl-2-(4,8,12-trimethyltridecyl)-3,4-dihydrochromen-6-ol",Unclassified,,C29 O2,"Ether, Phenol",Aromatic (Benzene),Yes,Lipophilic (Oil/Wax Compatible),430.72,8.84,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,Fraterworks
Tonalide,21145-77-7,,Unclassified,,C18 O1,Ketone,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),258.4,4.79,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,"Fraterworks, PerfumersWorld"
Torref Pyrazine,108-50-9,"2,6-dimethylpyrazine",Unclassified,,C6 N2,Pyrazine,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),108.14,1.09,Cc1cncc(C)n1,"Fraterworks, MySkinRecipes"
Toscanol,92585-24-5,,Unclassified,,C12 O1,Primary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.27,2.81,CC(CO)CC(C)c1ccccc1,"MySkinRecipes, PerfumersWorld"
"Trans-2,Cis-6-Nonadienol",28069-72-9,"(2E,6Z)-nona-2,6-dien-1-ol",Unclassified,,C9 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),140.23,2.28,CCC=CCCC=CCO,Fraterworks
Trans-2-Cis-6-Nonadienol,557-48-2,"trans-2,cis-6-Nonadienal",Unclassified,,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),138.21,2.49,CCC=CCCC=CC=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Trans-2-Decenal,3913-81-3,(E)-dec-2-enal,Unclassified,,C10 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),154.25,3.1,CCCCCCCC=CC=O,"Fraterworks, MySkinRecipes"
Trans-2-Hexenal (FEMA 2560),6728-26-3,(E)-hex-2-enal,Unclassified,,C6 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),98.14,1.54,CCCC=CC=O,MySkinRecipes
Trans-2-Hexenol,928-95-0,(E)-hex-2-en-1-ol,Unclassified,,C6 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),100.16,1.33,CCCC=CCO,"Fraterworks, MySkinRecipes"
Trans-2-Nonenal,18829-56-6,(E)-non-2-enal,Unclassified,,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),140.23,2.71,CCCCCCC=CC=O,Fraterworks
Trans-2-Octenal,2548-87-0,(E)-oct-2-enal,Unclassified,,C8 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),126.2,2.32,CCCCCC=CC=O,"Fraterworks, MySkinRecipes"
Trans-4-Decenal,65405-70-1,(E)-dec-4-enal,Unclassified,,C10 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),154.25,3.1,CCCCCC=CCCC=O,"Fraterworks, MySkinRecipes"
Traseolide,68140-48-7,"1-(1,1,2,6-tetramethyl-3-propan-2-yl-2,3-dihydroinden-5-yl)ethanone",Unclassified,,C18 O1,Ketone,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),258.4,4.86,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,Fraterworks
Triacetin Glycerol Triacetate (FEMA 2007),102-76-1,"2,3-diacetyloxypropyl acetate",Unclassified,,C9 O6,Ester,Aliphatic,No,Hydrophilic (Water Compatible),218.2,0.04,CC(=O)OCC(COC(C)=O)OC(C)=O,MySkinRecipes
Trifernal,16251-77-7,3-Phenylbutyraldehyde,Unclassified,,C10 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),148.2,2.38,CC(CC=O)c1ccccc1,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Triplal,68039-49-6,Ligustral,Fruit (Apple),Top,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),138.21,2.18,CC1=CC(C)C(C=O)CC1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Trisamber,338735-71-0,"2,6,6,7,8,8-hexamethyl-3,3a,4,5,5a,7,8a,8b-octahydro-2H-cyclopenta[g][1]benzofuran",Unclassified,,C17 O1,Ether,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),250.43,4.51,CC1CC2CCC3C(C2O1)C(C)(C)C(C)C3(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld"
Trithioacetone (FEMA 3475),828-26-2,"2,2,4,4,6,6-hexamethyl-1,3,5-trithiane",Unclassified,,C9 S3,Hydrocarbon / Other,Aliphatic,Yes,Lipophilic (Oil/Wax Compatible),222.44,4.41,CC1(C)SC(C)(C)SC(C)(C)S1,MySkinRecipes
Troenan,80480-24-6,"5-methyl-2-pentan-2-yl-5-propyl-1,3-dioxane",Unclassified,,C13 O2,Acetal,Aliphatic,Yes,Standard (Alcohol Compatible),214.35,3.6,CCCC(C)C1OCC(C)(CCC)CO1,Fraterworks
Tropical Thiazole,15679-13-7,2-Isopropyl-4-methylthiazole,Facet (Roasted),Modifier,C7 N1 S1,Thiazole,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),141.24,2.57,Cc1csc(C(C)C)n1,"MySkinRecipes, PerfumersWorld"
Tropicalia™,10138-32-6,ethyl bicyclo[2.2.1]hept-5-ene-2-carboxylate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),166.22,1.76,CCOC(=O)C1CC2C=CC1C2,Fraterworks
Undecavertol,81782-77-6,4-Methyl-3-decen-5-ol,Unclassified,,C11 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),170.3,3.28,CCC=C(C)C(O)CCCCC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Valeraldehyde Iso 1% in DPG,590-86-3,3-Methylbutanal,Unclassified,,C5 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),86.13,1.23,CC(C)CC=O,"MySkinRecipes, PerfumersWorld"
Valeric Acid (FEMA 3101),109-52-4,pentanoic acid,Unclassified,,C5 O2,Carboxylic Acid,Aliphatic,No,Standard (Alcohol Compatible),102.13,1.26,CCCCC(=O)O,MySkinRecipes
Vanillin,121-33-5,vanillin,Gourmet (Sweet),Base,C8 O3,"Aldehyde, Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),152.15,1.21,COc1cc(C=O)ccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Vanillin Acetate,881-68-5,(4-formyl-2-methoxyphenyl) acetate,Unclassified,,C10 O4,"Aldehyde, Ester, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),194.19,1.43,COc1cc(C=O)ccc1OC(C)=O,Fraterworks
Vanillin Propylene Glycol Acetal (FEMA 3905),68527-74-2,"2-methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",Unclassified,,C11 O4,"Acetal, Phenol",Aromatic (Benzene),Yes,Standard (Alcohol Compatible),210.23,1.83,COc1cc(C2OCC(C)O2)ccc1O,MySkinRecipes
Vanitrope,94-86-0,2-ethoxy-5-[(E)-prop-1-enyl]phenol,Unclassified,,C11 O2,"Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.82,CC=Cc1ccc(OCC)c(O)c1,"Fraterworks, MySkinRecipes"
Velberry™,13431-57-7,"(3-acetyloxy-2,2-dimethylpropyl) acetate",Unclassified,,C9 O4,Ester,Aliphatic,No,Standard (Alcohol Compatible),188.22,1.14,CC(=O)OCC(C)(C)COC(C)=O,Fraterworks
Veloutone,41724-19-0,,Unclassified,,C12 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),178.27,2.65,CC1CC2C3CCC(C3)C2CC1=O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Veloutone,65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentanone",Unclassified,,C13 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),196.33,3.96,CCCCCC1(C)CCC(C)(C)C1=O,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Velvione,37609-25-9,5-Cyclohexadecen-1-one,Unclassified,,C16 O1,"Ketone, Macrocyclic Musk",Aliphatic,No,Lipophilic (Oil/Wax Compatible),236.4,5.2,O=C1CCCC=CCCCCCCCCCC1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Veratraldehyde,120-14-9,"3,4-dimethoxybenzaldehyde",Unclassified,,C9 O3,"Aldehyde, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),166.18,1.52,COc1ccc(C=O)cc1OC,Fraterworks
Verdantiol,91-51-0,DTXSID2052609,Unclassified,,C21 O2 N2,Ester,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),338.45,5.49,COC(=O)c1ccccc1N=NC(C)Cc1ccc(C(C)(C)C)cc1,"MySkinRecipes, PerfumersWorld"
Verdol,13491-79-7,2-tert-butylcyclohexan-1-ol,Unclassified,,C10 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),156.27,2.58,CC(C)(C)C1CCCCC1O,"Fraterworks, MySkinRecipes"
Verdone,1728-46-7,2-tert-butylcyclohexan-1-one,Unclassified,,C10 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.79,CC(C)(C)C1CCCCC1=O,Fraterworks
Verdox,88-41-5,2-tert-Butylcyclohexyl acetate,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),198.31,3.15,CC(=O)OC1CCCCC1C(C)(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Verdyl Acetate,5413-60-5,,Green (Gemstone),Heart,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),192.26,2.15,CC(=O)OC1CC2CC1C1CC=CC21,"MySkinRecipes, PerfumersWorld"
Verdyl Propionate,17373-89-6,,Unclassified,,C11 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),166.26,3.25,CCCCCC=C1CCCC1=O,PerfumersWorld
Vernaldehyde,66327-54-6,1-methyl-4-(4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,Unclassified,,C14 O1,Aldehyde,Aliphatic,No,Lipophilic (Oil/Wax Compatible),208.34,4.13,CC(C)CCCC1=CCC(C)(C=O)CC1,Fraterworks
Vertenex,32210-23-4,4-tert-Butylcyclohexyl acetate,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),198.31,3.15,CC(=O)OC1CCC(C(C)(C)C)CC1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Vertofix,32388-55-9,Acetyl cedrene,Unclassified,,C17 O1,Ketone,Aliphatic,No,Lipophilic (Oil/Wax Compatible),246.39,4.37,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Vertoliff,27939-60-2,"1,2-dimethylcyclohex-3-ene-1-carbaldehyde",Unclassified,,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),138.21,2.18,CC1C=CCCC1(C)C=O,Fraterworks
Vertosine,68738-99-8,"methyl 2-[[(E)-(2,4-dimethylcyclohex-3-en-1-ylidene)methyl]amino]benzoate",Unclassified,,C17 O2 N1,"Amine, Ester",Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),271.36,4.15,COC(=O)c1ccccc1NC=C1CCC(C)=CC1C,"Fraterworks, MySkinRecipes"
Vetikolacetat®,68083-58-9,(4-methyl-4-phenylpentan-2-yl) acetate,Unclassified,,C14 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),220.31,3.31,CC(=O)OC(C)CC(C)(C)c1ccccc1,Fraterworks
Vetikon,7403-42-1,4-Methyl-4-phenylpentan-2-one,Unclassified,,C12 O1,Ketone,Aromatic (Benzene),No,Standard (Alcohol Compatible),176.26,2.94,CC(=O)CC(C)(C)c1ccccc1,SimpleScentsDIY
